,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
441998,2007,Toyota,Camry,SE V6,Sedan,automatic,4t1bk46k67u507356,nc,26.0,83154.0,silver,gray,regional acceptance corporation / greenville,7125.0,8500.0,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
391867,2006,Audi,A4,2.0T quattro,Sedan,automatic,waudf78ex6a033256,mo,31.0,84812.0,silver,black,ed napleton honda,6750.0,8200.0,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
172153,2014,Nissan,Xterra,X,SUV,,5n1an0nw0en800371,tn,49.0,3777.0,black,gray,nissan north america inc.,21400.0,34900.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
228542,2008,Chrysler,Pacifica,Touring,Wagon,automatic,2a8gf68x38r612012,nj,39.0,69292.0,blue,gray,lester glenn buick,7175.0,8900.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
373647,2013,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2b65dea43901,tn,38.0,37574.0,white,tan,ford-lincoln dealer program,34300.0,34900.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
472420,2013,MINI,Cooper,Base,hatchback,automatic,wmwsu3c52dt690647,fl,44.0,27094.0,off-white,black,prestige audi,13500.0,12500.0,Fri May 29 2015 02:35:00 GMT-0700 (PDT)
537466,2012,Hyundai,Equus,Signature,sedan,automatic,kmhgh4jh4cu055949,fl,27.0,21416.0,black,beige,hyundai motor finance,28600.0,25000.0,Thu Jun 18 2015 02:45:00 GMT-0700 (PDT)
20885,2006,Kia,Sedona,LX,Minivan,automatic,kndmb233766046010,ny,,146423.0,silver,gray,adk auto brokers inc,2000.0,2100.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
55246,2007,Ford,F-150,XL,SuperCab,,1ftrx12w07fb29728,tx,19.0,129607.0,blue,gray,santander consumer,6725.0,5400.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
101198,2005,Volkswagen,Passat,GLS 1.8T,Wagon,automatic,wvwcd63b35e010503,ca,29.0,104388.0,black,black,capistrano volkswagen,2850.0,2700.0,Wed Jan 14 2015 04:15:00 GMT-0800 (PST)
55173,2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab4en200450,tx,41.0,16644.0,red,black,chrysler capital,11950.0,12500.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
403601,2013,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h62db030693,fl,41.0,21971.0,silver,gray,rick case honda,26600.0,27600.0,Tue Mar 10 2015 02:15:00 GMT-0700 (PDT)
526816,2010,Toyota,Yaris,Base,sedan,automatic,jtdbt9k30a1392484,pr,31.0,41551.0,blue,black,oriental bank,6975.0,5600.0,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT)
485697,2014,Ford,E-Series Van,E-250,e-series van,,1ftns2ew8eda71858,md,36.0,29972.0,white,gray,all car leasing inc,22600.0,22900.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
185841,2007,Jeep,Wrangler,Unlimited X,SUV,automatic,1j8gb39117l138282,ca,39.0,101837.0,—,gray,premium auto wholesale,11550.0,12600.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
200209,2008,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x48a220873,nj,19.0,55811.0,white,brown,southeast financial llc,26500.0,19500.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
311377,2010,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp2al399547,ca,19.0,156435.0,white,gray,nissan motor acceptance corporation,3475.0,3000.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
444379,2012,,,,,automatic,wbakb8c56cc448106,fl,49.0,26001.0,black,black,financial services remarketing (lease),59800.0,59000.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
303995,2006,Cadillac,CTS,Base,Sedan,automatic,1g6dp577160211538,il,26.0,137084.0,black,tan,santander consumer,4100.0,2000.0,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
529865,2004,Dodge,Ram Pickup 1500,SLT,quad cab,automatic,1d7hu18dx4s600349,fl,39.0,123866.0,white,beige,andrew thomas motorcars,8150.0,10800.0,Thu Jun 11 2015 02:35:00 GMT-0700 (PDT)
407349,2014,Ford,Taurus,Limited,Sedan,,1fahp2f85eg163612,pa,35.0,33394.0,silver,black,avis budget group,19900.0,16800.0,Fri Apr 17 2015 02:00:00 GMT-0700 (PDT)
440200,2014,Ford,Flex,SEL,Wagon,automatic,2fmhk6c8xebd19988,mo,42.0,23676.0,red,tan,woodys dodge jeep chrysler,25600.0,25400.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
543216,2014,,,,,,1c4njrab0ed805276,on,49.0,7485.0,red,gray,fca canada inc,17350.0,17400.0,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
17533,2007,Chevrolet,Tahoe,LT,SUV,automatic,1gnfk13017j146375,pa,36.0,123965.0,gray,black,westbury jeep chrysler dodge inc,13450.0,12000.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
322893,2013,Hyundai,Accent,GLS,Sedan,,kmhct4ae1du383771,tx,47.0,47339.0,white,tan,avis corporation,9250.0,9500.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
69362,2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h97dud57596,nv,3.0,35024.0,blue,beige,remarketing by ge/certified fleet inc,18650.0,16000.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
548792,2007,GMC,Acadia,SLE-1,suv,automatic,1gker13787j145953,wa,36.0,108561.0,brown,black,xcar inc,9275.0,10400.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
474978,2013,Ford,Fusion,SE,sedan,automatic,3fa6p0h76dr274807,az,36.0,37858.0,black,black,peoria ford,13000.0,11500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
224820,2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,2d4rn3dg1br723630,fl,31.0,75999.0,white,black,ari,9675.0,10000.0,Wed Feb 04 2015 07:10:00 GMT-0800 (PST)
381449,2012,Nissan,Pathfinder,S,SUV,automatic,5n1ar1nb5cc603874,nj,36.0,41392.0,—,beige,nissan-infiniti lt,20800.0,20000.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
219354,2013,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxdu230175,ne,36.0,59078.0,silver,black,the hertz corporation,13100.0,12900.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
551412,2004,Chevrolet,Silverado 1500,LS,extended cab,automatic,2gcek19t541179875,pa,43.0,128507.0,blue,gray,car sense incorporated,6450.0,9100.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
355739,2010,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5e05a4108167,ca,29.0,83094.0,white,black,santander consumer,7850.0,9700.0,Wed Feb 25 2015 16:00:00 GMT-0800 (PST)
517996,2009,Acura,TSX,Base,sedan,automatic,jh4cu26659c022529,pa,19.0,204470.0,gray,black,congers auto sales inc,6575.0,5900.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
528107,2007,Acura,RDX,Base,suv,automatic,5j8tb18567a006517,ca,35.0,183739.0,white,black,acura of pleasanton,6925.0,6100.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
321707,1999,Volkswagen,Jetta,GL,Sedan,automatic,3vwrb81h6xm233342,wa,26.0,134123.0,red,gray,camp bmw,325.0,2250.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
320202,2008,Toyota,FJ Cruiser,Base,SUV,automatic,jtezu11f08k002492,ca,27.0,67450.0,yellow,black,remarketing by ge/flagship credit acceptance,16100.0,17000.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
513758,2013,Chrysler,200,LX,sedan,automatic,1c3ccbab5dn698473,ga,2.0,42793.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,9975.0,8200.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
173058,2011,Chevrolet,Silverado 1500,LT,Crew Cab,,3gcpkse35bg113772,pa,39.0,21780.0,gray,black,adcock brothers inc,27500.0,25900.0,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
30021,1996,Honda,Accord,EX,Sedan,automatic,1hgcd5655ta048448,fl,,233419.0,green,gray,josh auto sales corp,675.0,550.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
404939,2002,Ford,Explorer,XLS,SUV,,1fmzu72e22zb76992,md,26.0,168685.0,white,gray,autonation toyota scion leesburg,1325.0,1400.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
217846,2006,Dodge,Ram Pickup 1500,ST,Quad Cab,automatic,1d7hu18296s546950,mi,29.0,94781.0,red,gray,stratford hyundai,10650.0,11600.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
189231,2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh735633,or,36.0,38853.0,gray,gray,avis corporation,12350.0,12300.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
62722,2012,Ford,Focus,SE,Sedan,automatic,1fahp3f21cl243219,il,28.0,26120.0,green,tan,ford motor credit company llc,10200.0,9300.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
208582,2013,Infiniti,JX,JX35,SUV,automatic,5n1al0mn6dc332106,ga,38.0,35367.0,silver,black,avis corporation,29700.0,29600.0,Thu Feb 05 2015 01:00:00 GMT-0800 (PST)
302172,2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb2e7187468,tx,32.0,37844.0,black,black,avis corporation,12850.0,12400.0,Fri Feb 13 2015 02:30:00 GMT-0800 (PST)
237577,2013,Chevrolet,Sonic,LS,Sedan,,1g1ja5sg7d4180173,pa,43.0,16432.0,blue,gray,gm financial,8750.0,9200.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
224129,2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk2cr184829,fl,46.0,34158.0,—,gray,toyota financial services,13200.0,13200.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
249489,2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e4xcu112183,pa,42.0,46026.0,—,black,ge fleet services for itself/servicer,13350.0,13600.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
374164,2012,Chevrolet,Express,LS 3500,Van,automatic,1gazg1fa1c1180623,md,36.0,80668.0,white,gray,the hertz corporation,14450.0,13800.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
39773,2007,Ford,Edge,SEL Plus,SUV,automatic,2fmdk39c47bb21080,tx,18.0,119503.0,yellow,brown,wells fargo dealer services,8300.0,5600.0,Mon Dec 22 2014 10:00:00 GMT-0800 (PST)
402507,2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,2d4rn3dg4br720639,fl,34.0,95196.0,white,black,remarketing by ge/manheim ft. lauderdale,8575.0,8700.0,Fri Mar 06 2015 01:40:00 GMT-0800 (PST)
8422,2012,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a36cc039651,pa,25.0,25661.0,blue,beige,new england performance cars llc,12950.0,11800.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
487720,2007,Cadillac,Escalade,Base,suv,,1gyfk638x7r185960,pa,35.0,69548.0,red,beige,r hollenshead auto sales inc,22700.0,21900.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
493934,2014,Ford,Fusion,SE,sedan,automatic,3fa6p0h93er360403,il,39.0,39447.0,gray,black,avis budget group,13600.0,13800.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
204722,2005,Dodge,Magnum,SE,Wagon,automatic,2d4fv48tx5h513084,ut,2.0,313178.0,gray,black,axcess financial,625.0,850.0,Wed Feb 11 2015 05:00:00 GMT-0800 (PST)
170626,2010,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1ev4afd45100,tn,47.0,51408.0,—,gray,midtown motors,25200.0,24000.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
485626,2014,Chrysler,300,Base,sedan,,2c3ccarg1eh245682,va,4.0,25199.0,black,black,advance car rental inc,21300.0,20200.0,Thu Jun 04 2015 01:50:00 GMT-0700 (PDT)
341968,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1dm760146,fl,36.0,24038.0,black,black,nissan infiniti lt,21500.0,19400.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
22021,2005,Chevrolet,Equinox,LS,SUV,automatic,2cndl23f556041531,ga,,166857.0,white,gray,morgan motor co,1900.0,2500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
295804,2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap7bn402211,pr,37.0,85434.0,black,gray,wheels exchange llc,8525.0,8800.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
471934,2014,Mazda,Mazda2,Touring,hatchback,automatic,jm1de1ly3e0172458,mo,28.0,34694.0,gray,black,bob's rentals inc/avis systems licensee,9625.0,9200.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
557090,2007,Ford,Explorer,Limited,suv,automatic,1fmeu75807ua90783,oh,35.0,110810.0,white,black,luxury motor car company,8850.0,9700.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
283742,2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wddhf8jb2da695295,wi,44.0,21311.0,white,brown,mercedes-benz finc wholesale advantage,29700.0,31250.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
361184,2003,Chevrolet,Cavalier,Base,Sedan,automatic,1g1jc52fx37258590,fl,27.0,38067.0,white,gray,remarketing of america,2275.0,2600.0,Wed Feb 25 2015 01:05:00 GMT-0800 (PST)
49717,2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em8e5323024,fl,5.0,12539.0,—,black,avis budget group,21800.0,22900.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
317297,2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx3dua94880,mn,42.0,51084.0,gray,gray,lease plan usa,15650.0,16500.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
442527,2014,Lexus,LX 570,Base,SUV,,jtjhy7axxe4140912,pa,49.0,13426.0,black,black,r hollenshead auto sales inc,70000.0,68750.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
217795,2007,Toyota,Highlander,Base,SUV,automatic,jtegd21a270164085,fl,27.0,114398.0,—,beige,autonation nissan miami,6950.0,6500.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
222770,2012,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c50cwm01928,ga,46.0,29514.0,black,beige,bmw mini financial services,16200.0,20600.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
33737,2013,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c55dwm08536,fl,39.0,21531.0,green,black,audi pembroke pines,17650.0,17200.0,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
434342,2003,Toyota,Corolla,LE,Sedan,automatic,jtdbr32e630010433,ca,2.0,137789.0,white,gray,scott robinson honda,3300.0,3900.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
356660,2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee2dp159624,ne,36.0,55979.0,silver,gray,the hertz corporation,10750.0,10600.0,Thu Mar 05 2015 04:15:00 GMT-0800 (PST)
331284,2009,GMC,Yukon XL,Denali,SUV,automatic,1gkfk06269r222102,fl,45.0,63835.0,black,black,sell your car here,24200.0,26800.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
523523,2012,Lexus,ES 350,Base,sedan,automatic,jthbk1eg3c2486387,fl,43.0,21722.0,silver,black,lexus financial services,21700.0,23200.0,Mon Jun 15 2015 11:00:00 GMT-0700 (PDT)
248425,2014,Ford,Mustang,V6,Coupe,manual,1zvbp8am7e5256728,tn,47.0,9779.0,red,gray,ford-lincoln dealer program,17950.0,17900.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
357084,2008,Cadillac,STS,V6,Sedan,automatic,1g6dw67v680102454,tx,36.0,82013.0,silver,black,santander consumer,9475.0,8700.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
128325,2007,GMC,Acadia,SLE-1,SUV,automatic,1gker13767j124910,oh,44.0,92752.0,white,black,bobb automotive inc,9500.0,10300.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
255683,2013,Chrysler,300,Base,Sedan,automatic,2c3ccaag0dh607012,fl,46.0,30349.0,red,black,the hertz corporation,17450.0,17500.0,Fri Feb 06 2015 02:00:00 GMT-0800 (PST)
198777,2013,Volkswagen,Jetta,SE PZEV,Sedan,,3vwdp7aj1dm417897,mo,4.0,40138.0,black,black,avis corporation,11500.0,11400.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
102713,2014,Volvo,XC60,T6 R-Design,SUV,automatic,yv4902dz0e2503192,nv,42.0,31555.0,silver,black,ez rent a car/orlando,29800.0,29600.0,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
459759,2004,Toyota,Camry,LE,Sedan,automatic,4t1be32k74u920664,tx,21.0,244110.0,gold,beige,enterprise veh exchange/rental,1400.0,2500.0,Tue May 26 2015 03:05:00 GMT-0700 (PDT)
147392,2012,Acura,TL,Base,Sedan,automatic,19uua8f28ca018994,il,42.0,34161.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,18700.0,19700.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
239615,2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyzt3lb5dg058585,fl,32.0,50414.0,red,gray,avis corporation,16050.0,16200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
533335,2013,Chevrolet,Impala,LT Fleet,sedan,automatic,2g1wg5e32d1233502,pa,24.0,61825.0,white,gray,the hertz corporation,8700.0,6400.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
130728,2002,GMC,Sierra 1500,SLE,Extended Cab,automatic,2gtec19v821382495,ga,2.0,148595.0,red,gray,wells fargo dealer services,5075.0,4700.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
545080,2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap0dm720722,ca,43.0,19501.0,black,black,nissan infiniti lt,21000.0,19500.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
252667,2007,Dodge,Durango,SLT,SUV,automatic,1d8hb48p47f545665,az,37.0,133178.0,white,gray,aps rent a car & leasing,5125.0,6100.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
481293,2005,Buick,LaCrosse,CX,sedan,automatic,2g4wc532051311138,pa,22.0,66853.0,gold,tan,mid atlantic auto inc,4825.0,6300.0,Fri May 29 2015 02:15:00 GMT-0700 (PDT)
22264,2005,chrysler,pacifica,awd v6 touring,,automatic,2c4gf68435r660747,il,19.0,133026.0,white,beige,nextgear capital,2550.0,1750.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
540575,2015,Subaru,WRX,Premium,sedan,manual,jf1va1d63f9803256,ca,48.0,2193.0,white,black,subaru of america,28200.0,23500.0,Thu Jun 18 2015 06:00:00 GMT-0700 (PDT)
250260,2012,Mitsubishi,Lancer,ES,Sedan,automatic,ja32u2fu1cu016822,tx,19.0,83265.0,black,black,santander consumer,6300.0,4300.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
327492,2010,Dodge,Avenger,SXT,Sedan,automatic,1b3cc4fb7an203087,oh,1.0,120620.0,black,black,remarketing by ge/firelands fcu,4825.0,2800.0,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
296932,2007,Acura,RDX,Base,SUV,automatic,5j8tb18207a007331,nj,37.0,95738.0,silver,black,j & s auto haus,10650.0,10200.0,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
495171,2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap2dm720673,ca,39.0,19945.0,gray,black,nissan infiniti lt,21300.0,20000.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
467790,2015,Chevrolet,Impala,LT,Sedan,automatic,2g1115sl6f9126988,fl,4.0,8068.0,gray,gray,gm remarketing,22000.0,21800.0,Mon Jun 15 2015 06:00:00 GMT-0700 (PDT)
509305,2012,Nissan,Murano,SL,suv,automatic,jn8az1mw9cw208804,co,48.0,39467.0,black,black,nissan-infiniti lt,20300.0,21800.0,Tue Jun 09 2015 05:00:00 GMT-0700 (PDT)
337332,2005,,,,,automatic,2c4gm68485r666310,fl,29.0,129193.0,silver,gray,coral cadillac inc,2875.0,3500.0,Fri Feb 20 2015 01:35:00 GMT-0800 (PST)
376630,2012,Nissan,Frontier,SV,King Cab,,1n6ad0cw2cc414261,nj,42.0,15277.0,black,beige,nissan-infiniti lt,20500.0,20000.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
181548,2014,Chrysler,Town and Country,Touring-L,Minivan,,2c4rc1cg3er360969,on,47.0,20455.0,black,black,chrysler canada inc,27000.0,27000.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
475717,2012,Nissan,Rogue,SV,suv,automatic,jn8as5mv5cw710356,ga,45.0,29602.0,gray,black,nissan-infiniti lt,14750.0,14600.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
69611,2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh387411,ga,43.0,39055.0,silver,gray,enterprise veh exchange/rental,11200.0,11500.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
129402,2005,Dodge,Dakota,SLT,Quad Cab,automatic,1d7hw48k35s289827,tx,41.0,133126.0,silver,gray,huffines chrysler jeep dodge lewisville,4150.0,6800.0,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
145963,2004,Acura,TSX,Base,Sedan,automatic,jh4cl96884c033871,nc,21.0,179357.0,gray,gray,national fleet leasing,3525.0,3000.0,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
355766,2010,Volkswagen,CC,Sport PZEV,Sedan,automatic,wvwmp7an4ae541945,ca,32.0,60934.0,white,beige,tdaf remarketing,10750.0,12500.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
119803,2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg586123,wi,48.0,17341.0,white,black,kia motors america  inc,20200.0,20500.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
277712,2012,Ford,Focus,SE,Sedan,automatic,1fahp3f23cl233341,pa,44.0,32381.0,red,black,ford motor credit company llc,9925.0,9800.0,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
512509,2012,Audi,A6,3.0T Premium quattro,sedan,automatic,waubgafc4cn007484,wa,32.0,56692.0,black,black,vw credit  inc/pilot,24200.0,24750.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
27402,2002,Jeep,Wrangler,Sahara,SUV,manual,1j4fa59s32p721023,tx,,134322.0,white,green,western truck sales,6650.0,6600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
49729,2014,GMC,Terrain,SLE-1,SUV,automatic,2gkalmek8e6159428,tn,49.0,8110.0,silver,black,gm financial,20300.0,21000.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
523937,2012,Mitsubishi,Lancer,ES,sedan,automatic,ja32u2fu7cu018414,nc,4.0,18360.0,black,black,suntrust bank,8950.0,9800.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
533793,2013,Ford,Edge,SEL,suv,automatic,2fmdk4jc6dbb55969,tn,43.0,14378.0,red,black,ford motor credit company llc,24400.0,23800.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
433555,2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa2df247511,az,35.0,51364.0,white,black,the hertz corporation,12050.0,11500.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
71551,2008,Lexus,ES 350,Base,Sedan,automatic,jthbj46g882164094,wi,26.0,112899.0,gray,black,knauz continental autos inc,10600.0,8300.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
275347,2006,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wdbuf87jx6x182575,nj,33.0,84408.0,black,gray,northway automotive inc,8675.0,8600.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
139404,2008,Ford,Econoline Cargo,E-350 Super Duty,Van,,1ftse34l68da19897,pa,21.0,153944.0,white,gray,tdaf remarketing,4775.0,5700.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
357635,2013,Cadillac,CTS Coupe,Base,CTS Coupe,automatic,1g6da1e38d0148932,fl,37.0,36281.0,black,black,tdaf remarketing,22900.0,23400.0,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
97771,2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d71cka84391,ca,42.0,44350.0,gray,black,ford motor credit company llc pd,13300.0,13100.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
424565,2013,BMW,7 Series,740Li,Sedan,automatic,wbaye4c57dd137175,ga,4.0,38982.0,black,black,financial services remarketing (lease),40300.0,39400.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
250463,2012,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,5tfju4gn0cx025672,fl,19.0,38388.0,green,gray,remarketing by ge/west financial acceptance,22200.0,19800.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
300224,2009,Toyota,Camry,Base,Sedan,automatic,4t1be46k29u325650,nc,25.0,87850.0,gold,beige,gm financial,8275.0,7000.0,Tue Feb 17 2015 01:15:00 GMT-0800 (PST)
440168,2014,Ford,Escape,SE,SUV,automatic,1fmcu9g90eud59936,il,46.0,33348.0,silver,gray,avis budget group,18550.0,18200.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
441979,2007,,,,,automatic,wdbrf52h17f912731,ca,19.0,139226.0,—,black,mercedes-benz finc wholesale advantage,5100.0,5250.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
333555,2010,Lexus,RX 450h,Base,SUV,automatic,jtjbc1ba5a2022834,ut,37.0,84660.0,black,beige,larry h. miller lexus murray,21900.0,22500.0,Wed Feb 18 2015 03:00:00 GMT-0800 (PST)
468305,2013,Hyundai,Elantra,GLS,sedan,automatic,kmhdh4ae8du792713,mn,37.0,32677.0,silver,gray,hyundai motor finance,10650.0,10800.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
390593,2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv9bw163748,ga,39.0,25875.0,—,gray,toyota financial services,15250.0,15200.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
363172,2008,Chevrolet,Tahoe,LT,SUV,automatic,1gnfk13008r220856,fl,4.0,114614.0,white,tan,starling chevrolet,13750.0,16700.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
301050,2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa1df327124,ca,44.0,42077.0,white,black,enterprise veh exchange/rental,12800.0,13200.0,Thu Feb 12 2015 03:30:00 GMT-0800 (PST)
232144,2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8hr48n65c686107,nc,26.0,153495.0,red,gray,national fleet leasing,4000.0,4500.0,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
510670,2006,Chevrolet,Express Cargo,1500,van,automatic,1gcfg15x461190311,fl,19.0,132641.0,white,gray,northwestern chrys/j/d/ge,6000.0,7000.0,Wed Jun 10 2015 02:00:00 GMT-0700 (PDT)
